RBD;ESTABLECIMIENTO;LATITUD;LONGITUD;NOM_COM_RBD;COD_REG_RBD
40261;ESCUELA ESPECIAL DE LENGUAJE KEWEN;-33,034294;-71,635376;VALPARAÍSO;5
40262;ESCUELA ESPECIAL DE LENGUAJE ULTIMA ESPERANZA;-51,73641;-72,491641;NATALES;12
40264;JARDIN INFANTIL PARTICULAR ROTATIN;-28,599503;-70,75048;VALLENAR;3
40265;CENTRO EDUCATIVO RENACER-ESCUELA ESPECIAL Y TALLER LABORAL;-40,5599715;-73,1676195;OSORNO;10
40266;ESCUELA ESPECIAL DE LENGUAJE ENTRETEPALABRAS;-29,969055;-71,24937;COQUIMBO;4
40267;ESC.ESP.LENG.Y J.INF.CASTILLO DE SONRISAS;-33,61467;-71,612778;SAN ANTONIO;5
40268;JARDIN INFANTIL MUNDO MELODIA;-41,40858841;-72,91103363;PUERTO MONTT;10
40269;ESCUELA ESPECIAL DE LENGUAJE SAN JUAN BOSCO; ; ;RANCAGUA;6
40270;ESCUELA DE LENGUAJE YATIÑA;-20,291924;-70,101884;ALTO HOSPICIO;1
40271;ESCUELA ESPECIAL DE LENGUAJE CUNCUNITA AMARILLA;-41,460854;-72,94212;PUERTO MONTT;10
40272;ESCUELA ESPECIAL DE LENGUAJE SANTA INES;-41,466537;-72,99836;PUERTO MONTT;10
40273;ESCUELA ESPECIAL DE LENGUAJE TIERRA DE ANGELE;-29,97809;-71,24852;COQUIMBO;4
40274;JARDIN INFANTIL Y SALA CUNA LOS ALEVINES;-27,06978483;-70,82346133;CALDERA;3
40275;ESCUELA ESPECIAL DE LENGUAJE MATICES;-18,47017;-70,29059;ARICA;15
40276;ESCUELA ESPECIAL DE LENGUAJE LANKUYEN;-41,742428;-73,69119;MAULLIN;10
40278;SCUOLA ITALIANA VILLA ALEMANA;-33,064285;-71,39429;VILLA ALEMANA;5
40279;JARDIN INFANTIL AULA MAGICA; ; ;COQUIMBO;4
40281;CENTRO DE EDUCACION ESPECIAL BELLAVISTA;-33,049114;-71,62316;VALPARAÍSO;5
40282;COMUNIDAD DE APRENDIZAJE VINCULOS CASTRO;-42,4678;-73,80093;CASTRO;10
40283;ESCUELA ESPECIAL DE LENGUAJE INANTUE;-42,48052;-73,48894;QUINCHAO;10
40284;COLEGIO ANDALUE;-40,583839;-73,091087;OSORNO;10
40285;COLEGIO PARTICULAR DA VINCI SCHOOL;-41,446548;-72,914581;PUERTO MONTT;10
40286;DUC IN ALTUM! COLEGIO PARA ADULTOS; ; ;COQUIMBO;4
40287;ESCUELA ESPECIAL DE LENGUAJE LOURDES;-41,47725;-72,95575;PUERTO MONTT;10
40288;COLEGIO SAN FRANCISCO DE ASIS DE OSORNO;-40,560291;-73,172783;OSORNO;10
40289;INSTITUTO BICENTENARIO J.MIGUEL CARRERA;-33,597321;-71,613777;SAN ANTONIO;5
40290;ESCUELA DE ADULTOS MONTULN KIMKËLEM; ; ;LA SERENA;4
40291;ESCUELA ESPECIAL DE LENGUAJE Y COLEGIO BASICO ELUM KIMU;-33,68148;-71,588387;SAN ANTONIO;5
40292;JARDIN INFANTIL BAMBI; ; ;CASABLANCA;5
40293;ESCUELA ESPECIAL DE LENGUAJE SAN JOAQUIN;-20,225166;-70,132298;IQUIQUE;1
40295;COLEGIO MAHATMA GANDHI;-20,285749;-70,125389;IQUIQUE;1
40296;RAICES DE QUELLON;-43,07933;-73,630928;QUELLÓN;10
40297;COLEGIO INNOVASUR; ; ;PUERTO MONTT;10
40298;COLEGIO BERNARDO O´HIGGINS;-29,9272;-71,258331;LA SERENA;4
40299;COLEGIO ROBLES;-33,043819;-71,362663;VILLA ALEMANA;5
40300;ESCUELA ESPECIAL DE LENGUAJE ANTIYAL LAS COMP;-29,936235;-71,25749;LA SERENA;4
40301;LICEO POLITECNICO DE QUELLON;-43,114399;-73,607002;QUELLÓN;10
40302;ESCUELA ESPECIAL DE LENGUAJE EL ARBOL;-29,962047;-71,300422;COQUIMBO;4
40303;ESCUELA ESPECIAL DE LENGUAJE CHOCOLATITO;-30,835958;-71,255806;PUNITAQUI;4
40304;ESCUELA PARTICULAR RIO DE LA PLATA; ; ;PURRANQUE;10
40305;COLEGIO JUAN PABLO II;-32,726151;-71,207268;NOGALES;5
40307;ESCUELA ESPECIAL DE LENGUAJE PEQUEÑO ARCOIRIS;-41,48108;-72,957436;PUERTO MONTT;10
40308;COMUNIDAD DE ACCION EDUCATIVA VINCULOS;-41,470325;-72,96621;PUERTO MONTT;10
40309;ESCUELITA ESPECIAL DE LENGUAJE MAMIÑA;-20,274088;-70,12581;IQUIQUE;1
40310;COLEGIO PUCARA;-34,06324;-70,719917;GRANEROS;6
40311;COLEGIO CAUPOLICAN;-53,295397;-70,354744;PORVENIR;12
40312;COLEGIO ESPECIAL SAN LORENZO;-26,411758;-70,04813;DIEGO DE ALMAGRO;3
40314;ESC. ESPECIAL TECNOLOGICA LAS PALMAS; ; ;QUILPUÉ;5
40315;ESCUELA ESPECIAL DE LENGUAJE VALLE DE NANCAGU;-34,67259;-71,201195;NANCAGUA;6
40316;COLEGIO PULMAHUE;-41,449429;-72,902512;PUERTO MONTT;10
40317;ESCUELA ESPECIAL LENGUAJE AMAUTA;-20,293342;-70,103607;ALTO HOSPICIO;1
40318;ESCUELA ESPECIAL CORPADIS;-29,957686;-71,343143;COQUIMBO;4
40319;COLEGIO PART. SUB. CUMBRES DEL CHOAPA;-31,78686;-70,962822;SALAMANCA;4
40320;COLEGIO ACADEMIA TARAPACA ORELLA;-20,220659;-70,146309;IQUIQUE;1
40321;COLEGIO DE ADULTOS BRILLA EL SOL DE LA SERENA;-29,945272;-71,256645;LA SERENA;4
40322;ESC. ESP. DE TRAST. DEL LENGUAJE CORDILLERA P;-29,969617;-71,304102;COQUIMBO;4
40323;SALA CUNA Y JARDIN INFANTIL RELMU; ; ;LA SERENA;4
40324;ESC. ESP. DE TRAST. ESPEC. DE LENGUAJE ALTUE;-31,792973;-70,97267;SALAMANCA;4
40325;COLEGIO MASTTAY;-30,75799;-70,61659;MONTE PATRIA;4
40326;ESCUELA ESPECIAL DE LENGUAJE HABLA PALABRA; ; ;COQUIMBO;4
40328;ESCUELA DIEGO RIVERA;-29,96583748;-71,26084137;COQUIMBO;4
40329;COLEGIO ROBERTO BRAVO;-33,042919;-71,599136;VALPARAÍSO;5
40331;COLEGIO SAN FRANCISCO DE VALLE HERMOSO;-32,459839;-71,235252;LA LIGUA;5
40332;ESC ESP DE LENGUAJE ENTRETENIÑOS;-18,484467;-70,30296;ARICA;15
40333;ESC. ESPEC. DE LENGUAJE LLANQUIRAY;-30,607487;-71,18327;OVALLE;4
40334;AULA HOSPITALARIA AYUUKELEN EPU;-30,61652;-71,18243;OVALLE;4
40335;AULA HOSPITALARIA AYUUKELEN;-29,908254;-71,249401;LA SERENA;4
40336;COLEGIO NIMARA;-20,22964;-70,145386;IQUIQUE;1
40337;JARDIN INFANTIL SAINT FRANCIS;-34,184624;-70,71735;RANCAGUA;6
40338;ACONCAGUA EDUCA;-32,76006;-70,65619;SANTA MARÍA;5
40340;LICEO BICENTENARIO DE ALTO DEL CARMEN;-28,776991;-70,473;ALTO DEL CARMEN;3
40341;ESCUELA ESPECIAL DE LENGUAJE SEMILLITAS;-34,18614;-70,73481;RANCAGUA;6
40342;ESCUELA ESPEC. DE LENGUAJE REY CARLOS;-33,042625;-71,573875;VIÑA DEL MAR;5
40343;COLEGIO CREACION LA ARAUCANA PUERTO MONTT;-41,460129;-72,994057;PUERTO MONTT;10
40348;CENTRO EDUCACIONAL VICTORIA ESPERANZA; ; ;COPIAPÓ;3
40350;JARDIN INFANTIL BARQUILLO;-29,940449;-71,248275;LA SERENA;4
40351;COLEGIO BOSQUEMAR;-41,486;-73,00029;PUERTO MONTT;10
40352;LICEO TEC.PROFESIONAL PEDRO AGUIRRE CERDA;-32,850552;-70,6203;CALLE LARGA;5
40353;ESCUELA ESPECIAL DE LENGUAJE SAN ENRIQUE;-34,720875;-71,04079;CHIMBARONGO;6
40354;MONTESSORI;-29,930232;-71,25769;LA SERENA;4
40359;ESCUELA ESPECIAL DE LENGUAJE SANTA CRUZ;-41,136913;-73,05542;FRUTILLAR;10
40360;ESCUELA ESPECIAL MI MUNDO;-53,149088;-70,909628;PUNTA ARENAS;12
40362;JARDIN INFANTIL REMOLINO;-32,828026;-70,603134;LOS ANDES;5
40363;COLEGIO ALCAZAR DE ARICA; ; ;ARICA;15
40364;ESC.ESP.DE LENGUAJE CUMBRES DE PETORCA;-32,260513;-70,9295;PETORCA;5
40365;ESCUELA ESPECIAL DE LENGUAJE ANTIHUAL;-41,458466;-72,93847;PUERTO MONTT;10
40366;ESCUELA ESPECIAL DE LENGUAJE PALABRITAS;-41,476418;-72,980934;PUERTO MONTT;10
40367;ESCUELA ESPECIAL DE LENGUAJE ARREBOL;-32,46887;-71,234406;LA LIGUA;5
40368;ESC ESP DE LENG SENDERO DEL SABER;-18,495466;-70,3059;ARICA;15
40369;ESCUELA AMANECER;-42,638054;-73,77421;CHONCHI;10
40370;COLEGIO PUKALAN DE ALGARROBO;-33,38176;-71,664909;ALGARROBO;5
40371;COLEGIO SAN CARLOS DE LAS CABRAS;-34,287369;-71,306412;LAS CABRAS;6
40372;ESCUELA ESPECIAL DE LENJUAJE BAMBOO;-33,05291;-71,36519;VILLA ALEMANA;5
40373;JARDIN INFANTIL MI MUNDO;-33,0563547;-71,4041948;QUILPUÉ;5
40374;COLEGIO ESPECIAL ESTRELLA DE LUZ;-33,02443;-71,25374;LIMACHE;5
40377;ESC ESP DE LENGUAJE GOTITAS DE ROCIO;-18,489786;-70,29329;ARICA;15
40378;ESC.ESPEC.DE LENGUAJE EDUCATEL PLACERES;-33,043407;-71,589149;VALPARAÍSO;5
40379;ESC.ESPEC.DE LENGUAJE PEQUEÑOS REYES;-32,785526;-71,19126;CALERA;5
40380;ESCUELA ESPECIAL DE LENGUAJE BETEL;-40,577625;-73,12432;OSORNO;10
40381;COLEGIO ACONCAGUA EDUCA;-32,629242;-70,71534;PUTAENDO;5
40382;ESCUELA ESPECIAL DE LENGUAJE ARTELIN;-33,061943;-71,36435;VILLA ALEMANA;5
40383;ESCUELA BASICA MIL PAISAJES-QUEMCHI;-42,144409;-73,475983;QUEMCHI;10
40384;ESCUELA ESPECIAL DE LENGUAJE MATEITO´S;-18,487494;-70,30333;ARICA;15
40385;ESCUELA ESPECIAL DE LENGUAJE SOL Y LUNA;-32,68841;-71,2108;NOGALES;5
40386;ESC.ESPEC.DE LENGUAJE EXPLORA AMANCAY;-33,05674;-71,423325;QUILPUÉ;5
40387;JARDIN INFANTIL Y SALACUNA MI PEQUEÑO GENIO;-18,483597;-70,310005;ARICA;15
40388;ESCUELA ESPECIAL DE LENGUAJE MATISSE;-40,69389;-72,59014;PUYEHUE;10
40390;ESCUELA HOSPITALARIA ALIANZA;-40,588424;-73,126425;OSORNO;10
40391;ESCUELA ESPECIAL DE LENGUAJE VICENTE HUIDOBRO;-30,590376;-71,178931;OVALLE;4
40393;SCUOLA ITALIANA ARTURO DELL´ ORO VIÑA DEL MAR;-33,028767;-71,53063;VIÑA DEL MAR;5
40394;ESC.ESP.TRAST.DE LA COMUNICACIÓN HIRONDELLE;-33,032466;-71,643336;VALPARAÍSO;5
40395;COLEGIO JOHN WALL HOLCOMB;-18,446659;-70,295921;ARICA;15
40396;ESC ESP DE LENG CAMPO VERDE; ; ;ARICA;15
40397;ESCUELA ESPECIAL DE LENGUAJE EDUCA INFANCIA;-30,588635;-71,170362;OVALLE;4
40398;ESCUELA ESPECIAL DE LENGUAJE MATICES;-30,598434;-71,19593;OVALLE;4
40399;COLEGIO NAZARET;-20,24708;-70,095833;ALTO HOSPICIO;1
40400;CENTRO DE EDUCACION INTEGRAL DE ADULTOS SANTA;-29,983809;-71,34273;COQUIMBO;4
40401;ESC ESP DE LENGUAJE EL DESPERTAR;-18,486916;-70,28591;ARICA;15
40402;AULA HOSPITALARIA SAN PABLO; ; ;COQUIMBO;4
40403;GREEN PARK SCHOOL;-40,552891;-73,155197;OSORNO;10
40404;ESCUELA DE PARVULOS SANTO TOMAS DE CASABLANCA;-33,3141154;-71,4072714;CASABLANCA;5
40405;ESCUELA DE LENGUAJE HAPPY DAY;-29,87681;-71,23717;LA SERENA;4
40406;COLEGIO MADRE ISABEL LARRAÑAGA;-41,46985;-72,94141;PUERTO MONTT;10
40407;CENTRO DE ESTUDIOS BORDEMAR;-32,787885;-71,187245;CALERA;5
40409;COLEGIO INTERCULTURAL LEONARDO DA VINCI;-33,309502;-71,416328;CASABLANCA;5
40410;ESCUELA ESPECIAL EL OLIVILLO;-28,574873;-70,7639;VALLENAR;3
40412;ESC. ESP. DE LENGUAJE PEQUEÑO PARLANCHIN;-33,06548;-71,370931;VILLA ALEMANA;5
40413;ESC.ESP.DE LENGUAJE Y J.INFANTIL CARITAS;-33,053402;-71,53659;VIÑA DEL MAR;5
40414;CENTRO EDUC.DE INTEGRAC.DE ADULTOS NEWEN;-33,49452;-71,62925;CARTAGENA;5
40415;ESCUELA ESPECIAL DE LENGUAJE DE COLORES;-27,355276;-70,31466;COPIAPÓ;3
40416;JARDIN INFANTIL MATIAS;-20,2282238;-70,14380646;IQUIQUE;1
40417;ESCUELA DE LENGUAJE ANGELUZ;-20,215776;-70,13577;IQUIQUE;1
40418;RICHMOND SCHOOL OSORNO;-40,5830995;-73,17194881;OSORNO;10
40419;ESCUELA ESPECIAL DE LENGUAJE ARCA DE NOÉ;-41,475376;-72,91051;PUERTO MONTT;10
40420;ESCUELA DE LENGUAJE NUBE Y SOL;-20,213223;-70,13845;IQUIQUE;1
40421;ESCUELA ESPECIAL DE LENGUAJE MIS DONES;-32,4515;-71,234;LA LIGUA;5
40422;COLEGIO NIRVANA;-20,29335;-70,094711;ALTO HOSPICIO;1
40423;COLEGIO SAN JUAN;-41,862949;-73,819221;ANCUD;10
40424;CENTRO EDUCACIONAL RAICES DE MI TIERRA;-42,361488;-73,670311;DALCAHUE;10
40426;JARDIN INFANTIL RAYITO DE LUNA; ; ;OSORNO;10
40427;CENTRO DE INTERVENCION DE NECESIDADES EDUCATIVAS ESPECIALES DE PURRANQUE;-40,911509;-73,16233;PURRANQUE;10
40428;ESCUELA ESPECIAL LENGUAJE ARBOLITO DEL SABER;-41,154912;-73,425222;FRESIA;10
40429;LICEO TECNICO PROFESIONAL DE ADULTOS;-20,225159;-70,14927;IQUIQUE;1
40430;JARDIN INFANTIL ALEXANDER FLEMING;-33,04244;-71,36671;VILLA ALEMANA;5
40431;ESCUELA ESPECIAL DE LENGUAJE TRENCITO;-33,04434;-71,40527;QUILPUÉ;5
40432;JARDÍN INFANTIL AKANKE;-33,04563;-71,35554;VILLA ALEMANA;5
40433;ESCUELA ESPECIAL ALMENAR;-33,046673;-71,37763;VILLA ALEMANA;5
40434;JARDIN INFANTIL AVANT GARDE;-33,049998;-71,4464;QUILPUÉ;5
40435;INSTITUTO DE ESTUDIOS IBERO CHILE;-33,04705;-71,44946;QUILPUÉ;5
40436;COLEGIO BETHEL;-33,048351;-71,434753;QUILPUÉ;5
40437;ESCUELA HOSPITALARIA RUKA CUMELEN;-43,1154522;-73,6174559;QUELLÓN;10
40438;JARDIN INFANTIL Y SALA CUNA REINO DE PAPEL;-41,472508;-72,94876;PUERTO MONTT;10
40444;ESCUELA ESPECIAL DE LENGUAJE SEMILLITAS DE ALERCE;-41,399568;-72,916258;PUERTO MONTT;10
40445;ESCUELA ESPECIAL DE LENGUAJE VAINILLA;-41,457297;-72,949253;PUERTO MONTT;10
40446;JARDIN INFANTIL AMIGOS POR SIEMPRE; ; ;QUELLÓN;10
40447;CENTRO DE EDUCACION INTEGRADA DE ADULTOS AEK;-41,76973;-73,13183;CALBUCO;10
40450;COLEGIO ARTISTICO SANTA CECILIA II; ; ;OSORNO;10
40451;ESCUELA ESPECIAL DE LENGUAJE CUNCUNITA;-41,467663;-72,97012;PUERTO MONTT;10
40452;ESCUELA ESPECIAL DE LENGUAJE PAIHUEN;-40,578896;-73,170135;OSORNO;10
40453;ESCUELA ESPECIAL DE LENGUAJE MANQUEHUE;-41,773746;-73,13448;CALBUCO;10
40454;ESCUELA ESPECIAL DE LENGUAJE MI GATITO MARTIN; ; ;PUERTO MONTT;10
40455;COLEGIO PATAGONIA INSULAR;-42,48106384;-73,77359772;CASTRO;10
40457;LICEO TECNICO PROFESIONAL PABLO NERUDA;-42,4828;-73,773521;CASTRO;10
40458;ESCUELA DE LENGUAJE MOMENTOS PRECIOSOS;-20,216915;-70,14013;IQUIQUE;1
40459;CENTRO EDUCACIONAL ALBORADA;-41,864712;-73,822144;ANCUD;10
41003;SALA CUNA WINNI THE POOH 2 SPA; ; ;TALCA;7
41004;SALA CUNA Y JARDIN INFANTIL SMILE GARDEN;-33,42914;-70,602721;PROVIDENCIA;13
41005;JARDIN INFANTIL Y SALA CUNA BIG HOUSE;-33,430018;-70,602228;PROVIDENCIA;13
41006;SALA CUNA Y JARDIN INFANTIL CAPULLITOS;-33,412779;-70,660569;INDEPENDENCIA;13
41009;COLEGIO COSTA CORDILLERA;-23,681845;-70,406484;ANTOFAGASTA;2
41015;SALA CUNA Y JARDÍN INFANTIL SÚPER KIDS;-33,690377;-71,205208;MELIPILLA;13
41016;SALA CUNA Y JARDIN INFANTIL CHILDREN`S WORLD;-29,906631;-71,254063;LA SERENA;4
41017;ESCUELA ESPECIAL DE LENGUAJE SANTINO;-29,930993;-71,262561;LA SERENA;4
41018;COLEGIO CONQUISTADORES COQUIMBO;-29,983309;-71,345194;COQUIMBO;4
41024;ESCUELA ESPECIAL DE LENGUAJE CUMBRES DE HUEPIL;-37,244716;-71,939492;TUCAPEL;8
41027;JARDIN INFANTIL PULMAHUE MONTESSORI; ; ;LOS ÁNGELES;8
41045;JARDIN INFANTIL Y SALA CUNA DUENDECITOS;-33,403868;-70,565111;LAS CONDES;13
41049;COLEGIO RUKA KIMUN;-39,8973074;-73,1780809;VALDIVIA;14
41053;SALA CUNA HOSPITAL PENCO LIRQUEN; ; ;PENCO;8
41057;SALA CUNA ENTREPEQUES;-42,154022;-73,490053;QUEMCHI;10
41058;SALA CUNA Y JARDÍN INFANTIL ALERCE;-33,535197;-70,563476;LA FLORIDA;13
41062;SALA CUNA Y JARDIN INFANTIL PACHAKUTI;-20,218671;-70,142503;IQUIQUE;1
41063;AULA HOSPITALARIA DE ARICA;-18,483689;-70,310274;ARICA;15
41069;SALA CUNA Y JARDÍN INFANTIL TARUCA;-33,433059;-70,609282;PROVIDENCIA;13
41077;JARDÍN INFANTIL Y SALA CUNA QUICO;-33,425355;-70,715849;QUINTA NORMAL;13
41079;SALA CUNA Y JARDÍN INFANTIL PEQUEÑO DUMBITO;-33,434153;-70,588461;PROVIDENCIA;13
41080;JARDÍN INFANTIL LOS EXPLORADORES;-33,421059;-70,540568;LAS CONDES;13
41081;CENTRO VITAMINA MUJICA;-34,168271;-70,738141;RANCAGUA;6
41092;JARDÍN INFANTIL TORTUGUITA MARINA; ; ;TALCAHUANO;8
41093;SALA CUNA BURBUJITAS DE MAR;-36,6918899;-73,1144066;TALCAHUANO;8
41099;COLEGIO DE JÓVENES Y ADULTOS OSSANDÓN;-29,964579;-71,345381;COQUIMBO;4
41109;ESCUELA INTERNACIONAL DE LIDERES CORONEL SANTIAGO BUERAS Y AVARIA;-33,505347;-70,756142;MAIPÚ;13
41113;SALA CUNA Y JARDÍN INFANTIL MIMO´S;-45,5783501;-72,0616883;COYHAIQUE;11
41117;LYCÉE FRÉDÉRIC MISTRAL;-29,843976;-71,272404;LA SERENA;4
41121;JARDÍN ALTO ORIENTE;-22,4556067;-68,9140884;CALAMA;2
41124;COLEGIO PARTICULAR SUBVENCIONADO EDUARDO GALEANO;-35,413866;-71,614277;TALCA;7
41127;ESCUELA DE LENGUAJE AMANCAY;-35,4280318;-71,6270202;TALCA;7
41129;COLEGIO TALHUEN;-35,4846672;-71,7603987;MAULE;7
41130;SALA CUNA Y JARDÍN INFANTIL CELESTE;-33,526391;-70,659357;LA CISTERNA;13
41131;SALA CUNA Y JARDÍN INFANTIL WINNI THE POOH;-35,4266001;-71,6668798;TALCA;7
41132;SALA CUNA Y JARDIN INFANTIL RAYÜN;-29,962688;-71,261011;COQUIMBO;4
41135;COLEGIO INSTITUTO DE CIENCIAS Y TECNOLOGÍA TALAGANTE;-33,66085;-70,92839;TALAGANTE;13
41142;JARDÍN INFANTIL MONTT;-33,425288;-70,642503;RECOLETA;13
41143;SALA CUNA Y JARDÍN INFANTIL LAS CAMPANITAS;-33,354533;-70,721303;QUILICURA;13
41149;SALA CUNA Y JARDIN INFANTIL AMANCAY;-41,447224;-72,925255;PUERTO MONTT;10
41152;CENTRO VITAMINA CONCHA Y TORO;-33,604364;-70,577115;PUENTE ALTO;13
41153;CENTRO VITAMINA AHUMADA;-33,441791;-70,651155;SANTIAGO;13
41155;CENTRO VITAMINA LA CONCEPCION;-33,424504;-70,616172;PROVIDENCIA;13
41156;CENTRO VITAMINA CIUDAD SATELITE;-33,556726;-70,791054;MAIPÚ;13
41157;CENTRO VITAMINA SANTA AMALIA;-33,543535;-70,570883;LA FLORIDA;13
41158;JARDÍN INFANTIL ANTILCO MONTESSORI;-33,503554;-70,65827;SAN MIGUEL;13
41160;JARDIN INFANTIL Y SALA CUNA MANZANA VERDE; ; ;TALCA;7
41161;SALA CUNA Y JARDÍN INFANTIL OLITAS DE MAR;-33,443822;-70,690012;QUINTA NORMAL;13
41162;CENTRO VITAMINA NUEVA COSTANERA;-33,394763;-70,597076;VITACURA;13
41163;CENTRO VITAMINA AMUNATEGUI;-33,435511;-70,657336;SANTIAGO;13
41164;VITAMINA JOHN JACKSON;-33,438219;-70,56583;LA REINA;13
41165;CENTRO VITAMINA SAZIE;-33,451557;-70,669169;SANTIAGO;13
41167;CENTRO VITAMINA FLOR DE AZUCENAS;-33,407378;-70,574117;LAS CONDES;13
41169;CENTRO VITAMINA PASEO BULNES;-33,449649;-70,654642;SANTIAGO;13
41170;CENTRO VITAMINA ALSACIA;-33,413544;-70,589625;LAS CONDES;13
41172;SALA CUNA Y JARDÍN INFANTIL TOMMY`S GARDEN;-33,500535;-70,752164;MAIPÚ;13
41173;CEIA LIBRE SER MISTRALIANO;-30,090259;-70,492284;PAIGUANO;4
41175;JARDÍN INFANTIL Y SALA CUNA COLIBRÍ;-33,430618;-70,602731;PROVIDENCIA;13
41176;CENTRO VITAMINA CONCEPCIÓN BARROS ARANA;-36,8233804;-73,0433179;CONCEPCIÓN;8
41177;CENTRO VITAMINA CONCEPCIÓN PLAZA DEL TRÉBOL;-36,7918325;-73,0666786;TALCAHUANO;8
41178;CENTRO VITAMINA CONCEPCIÓN COCHRANE;-36,8311227;-73,0526798;CONCEPCIÓN;8
41179;ESCUELA ESPECIAL DE LENGUAJE IWOKA;-30,6172569;-71,21360692;OVALLE;4
41180;JARDÍN INFANTIL Y SALA CUNA KIMEN MONTESSORI;-36,961055;-73,1497352;CORONEL;8
41181;JARDÍN INFANTIL Y SALA CUNA FLOR DE PATAGONIA;-45,571496;-72,063836;COYHAIQUE;11
41183;JARDÍN INFANTIL Y SALA CUNA CLARILUZ;-36,784404;-73,044072;CONCEPCIÓN;8
41184;SALA CUNA Y JARDÍN INFANTIL MIS TRAVESURAS;-36,7529364;-73,0919799;TALCAHUANO;8
41194;JARDÍN INFANTIL Y SALA CUNA VALLE ENCANTADO;-33,480534;-70,553645;PEÑALOLÉN;13
41195;SALA CUNA Y JARDÍN INFANTIL AYLLÚ KIDS;-33,436844;-70,594075;PROVIDENCIA;13
41198;ESCUELA DE PARVULOS Nº2493 JARDÍN INFANTIL LEHIBOU;-33,308401;-70,655389;COLINA;13
41202;SALA CUNA Y JARDÍN INFANTIL MI CASTILLO;-39,812137;-73,238232;VALDIVIA;14
41206;JARDIN INFANTIL MY PLANET;-33,441286;-70,599509;PROVIDENCIA;13
41207;JARDIN INFANTIL LOS REMOLINOS; ; ;COLINA;13
41208;CORPORACION EDUCACIONAL JAYDIE LIMITADA;-23,678504;-70,407881;ANTOFAGASTA;2
41212;SALA CUNA Y JARDÍN INFANTIL FANTASIA;-33,445351;-70,668724;SANTIAGO;13
41228;SALA CUNA Y JARDÍN INFANTIL FANTASIA MUSICAL;-33,438148;-70,625427;PROVIDENCIA;13
41237;JARDIN INFANTIL PEQUEÑOS HEROES;-20,207917;-70,147438;IQUIQUE;1
41239;JARDIN INFANTIL PEQUEÑOS EXPLORADORES;-34,174898;-70,731318;RANCAGUA;6
41240;JARDÍN INFANTIL Y SALA CUNA MI INFANCIA;-33,459214;-70,599769;ÑUÑOA;13
41241;SALA CUNA Y JARDÍN INFANTIL GREEN GARDEN;-33,451148;-70,768893;PUDAHUEL;13
41245;SALA CUNA LARA PINTA EL SOL;-33,297789;-70,870128;LAMPA;13
41248;SALA CUNA Y JARDÍN INFANTIL MANZANITAS BABIES;-37,4697215;-72,3552257;LOS ÁNGELES;8
41251;SALA CUNA Y JARDIN INFANTIL HANSEL Y GRETEL;-39,837001;-73,23848;VALDIVIA;14
41254;JARDIN INFANTIL SUEÑO AZUL Y SUS PEQUEÑITOS;-29,919743;-71,213275;LA SERENA;4
41257;JARDÍN INFANTIL TOPOLINO;-33,456314;-70,615411;ÑUÑOA;13
41261;SALA CUNA Y JARDÍN INFANTIL LOS DUENDECITOS;-33,354187;-70,505387;LO BARNECHEA;13
41262;JARDÍN INFANTIL Y SALA CUNA ESPIGUITA;-40,58121;-73,106026;OSORNO;10
41264;COLEGIO EL ROBLE;-33,458677;-70,610369;ÑUÑOA;13
41272;SALA CUNA PASO A PASO;-33,811507;-70,739776;PAINE;13
41273;JARDIN INFANTIL PUMANQUE;-33,403909;-70,553612;LAS CONDES;13
41274;ESCUELA CARCEL CARLOS ALVEAL MUÑOZ;-37,954402;-72,441543;COLLIPULLI;9
41276;JARDIN INFANTIL Y SALA CUNA POLILLITA DEL DESIERTO;-20,213475;-70,144691;IQUIQUE;1
41278;SALA CUNA Y JARDÍN INFANTIL RAINBOW;-36,8271801;-73,0551775;CONCEPCIÓN;8
41280;ESCUELA ESPECIAL DIFERENCIAL E INSTITUTO DE ESTIMULACIÓN TEMPRANA SAN MARCELINO;-37,4712909;-72,358849;LOS ÁNGELES;8
41281;JARDIN INFANTIL Y SALA CUNA MI MUNDO CREATIVO;-33,314595;-71,408333;CASABLANCA;5
41282;SALA CUNA Y JARDIN INFANTIL DIENTECITO DE LECHE;-41,47101;-72,971309;PUERTO MONTT;10
41284;SALA CUNA Y JARDÍN INFANTIL DIENTECITO DE LECHE;-41,32419;-72,976733;PUERTO VARAS;10
41285;JARDIN INFANTIL ARCOIRIS DEL HOSPITAL REGIONAL;-34,154744;-70,766455;RANCAGUA;6
41287;JARDIN INFANTIL PEQUEÑO COLIBRI;-34,1816178;-70,7691439;RANCAGUA;6
41288;SAL CUNA Y JARDIN INFANTIL GABRIELA MISTRAL;-34,9882881;-71,2415975;CURICÓ;7
41289;JARDÍN INFANTIL KIDS` HOME LTDA.;-35,4282703;-71,6350075;TALCA;7
41291;SALA CUNA Y JARDÍN INFANTIL ENTRENIÑOS;-33,509364;-70,706837;CERRILLOS;13
41292;SALA CUNA Y JARDIN INFANTIL TRICAHUE LAS RASTRAS;-35,4371976;-71,6119032;TALCA;7
41293;JARDIN INFANTIL PULGARCITO 2;-33,552948;-70,624419;LA GRANJA;13
41294;SALA CUNA Y JARDÍN INFANTIL ENTRENIÑOS;-33,509364;-70,706837;CERRILLOS;13
41295;ESCUELA DEL CARIÑO IX;-33,51162;-70,664217;SAN MIGUEL;13
41296;CENTRO VITAMINA QUILICURA;-33,359291;-70,729044;QUILICURA;13
